都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2024-12-31,上関,695,343,352,7,2,9,2,12,14,13,7,11,10,9,4,13,7,14,15,10,7,23,14,23,23,20,19,30,26,30,23,42,45,32,40,23,39,22,55,385,
353418,,山口県,上関町,2024-12-31,蒲井,54,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,3,4,2,7,5,25,49,
353418,,山口県,上関町,2024-12-31,四代,73,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,6,7,6,3,11,5,5,2,3,5,5,9,43,
353418,,山口県,上関町,2024-12-31,白井田,149,66,83,0,0,0,0,0,0,1,2,1,1,0,1,2,0,0,1,1,1,4,2,4,2,5,1,4,3,5,4,9,3,10,10,9,15,11,37,110,
353418,,山口県,上関町,2024-12-31,戸津,192,89,103,1,3,3,3,0,3,0,2,0,1,1,0,3,0,1,6,6,1,3,0,5,2,2,6,7,8,12,6,8,13,13,14,12,15,12,20,106,
353418,,山口県,上関町,2024-12-31,室津,747,359,388,6,3,13,10,10,13,9,8,6,3,14,4,14,11,18,11,13,16,20,13,29,15,22,19,35,35,32,37,30,42,41,46,27,36,20,66,423,
353418,,山口県,上関町,2024-12-31,祝島,263,128,135,2,3,2,3,1,0,0,0,0,0,3,2,3,3,2,3,3,1,3,2,6,1,7,4,6,4,12,5,19,15,21,23,15,26,23,40,192,
353418,,山口県,上関町,2024-12-31,八島,17,7,10,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,6,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
