都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
352080,,山口県,岩国市,2023-04-01,岩国出張所管内,10441,4894,5547,157,143,255,215,307,295,288,274,181,219,155,152,162,177,267,272,278,313,356,417,360,355,309,310,300,317,323,325,379,443,319,406,248,348,250,566,5066,
352080,,山口県,岩国市,2023-04-01,平田出張所管内,9623,4478,5145,137,125,215,194,229,247,256,237,193,198,194,197,167,193,192,220,249,274,313,346,326,386,299,334,263,306,308,308,338,420,321,431,236,333,242,396,4665,
352080,,山口県,岩国市,2023-04-01,本庁管内,24118,11615,12503,426,398,454,460,491,501,509,502,540,528,573,537,546,515,672,593,707,703,939,930,929,931,794,823,785,790,797,813,877,970,660,757,434,710,482,1042,12678,
352080,,山口県,岩国市,2023-04-01,装港出張所管内,1929,1000,929,32,37,32,28,48,23,31,26,42,40,76,50,68,33,57,38,55,42,59,52,62,54,59,42,59,58,62,56,89,104,67,73,60,63,42,110,1044,
352080,,山口県,岩国市,2023-04-01,川下出張所管内,8803,4340,4463,201,199,198,188,210,201,186,183,298,205,262,236,272,223,285,239,224,243,327,286,347,314,244,271,239,242,246,229,278,310,215,287,148,236,160,371,4688,
352080,,山口県,岩国市,2023-04-01,愛宕出張所管内,11609,5442,6167,238,230,246,247,256,244,239,245,254,330,282,295,264,297,303,313,308,331,457,402,400,418,296,332,295,332,363,406,444,470,313,397,218,338,266,540,5869,
352080,,山口県,岩国市,2023-04-01,灘出張所管内,11730,5573,6157,163,165,218,193,255,244,262,270,257,252,236,200,238,215,229,272,315,303,402,399,366,398,348,395,376,406,438,434,504,601,389,453,279,418,298,539,5818,
352080,,山口県,岩国市,2023-04-01,柱島出張所管内,137,56,81,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,4,0,4,0,7,5,4,2,8,4,6,10,6,25,13,33,109,
352080,,山口県,岩国市,2023-04-01,小瀬出張所管内,706,315,391,4,2,2,4,6,5,11,9,6,28,9,19,8,6,9,8,14,10,18,13,19,26,25,20,22,29,31,29,43,55,36,46,26,27,26,55,402,
352080,,山口県,岩国市,2023-04-01,藤河出張所管内,2252,1114,1138,52,39,55,63,55,68,52,55,50,48,61,37,63,55,66,72,67,68,100,86,84,78,69,57,70,57,69,70,79,78,51,69,40,51,31,87,1081,
