都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
352080,,山口県,岩国市,2019-04-01,岩国出張所管内,10922,5116,5806,204,178,289,285,320,292,264,262,185,175,153,158,209,255,274,287,348,406,377,365,300,330,302,287,332,342,410,429,372,428,322,405,230,377,225,545,5192,
352080,,山口県,岩国市,2019-04-01,平田出張所管内,10271,4803,5468,220,191,228,257,269,227,287,283,204,244,183,225,212,216,218,249,311,355,320,384,324,357,277,293,303,326,348,394,360,457,322,404,244,294,173,312,4694,
352080,,山口県,岩国市,2019-04-01,本庁管内,25083,12042,13041,457,458,500,472,533,536,548,567,570,560,579,577,665,573,695,696,851,860,986,943,820,870,808,802,813,829,958,922,813,909,555,780,488,776,403,911,12730,
352080,,山口県,岩国市,2019-04-01,装港出張所管内,1928,990,938,29,33,42,25,36,21,15,20,56,40,84,51,58,34,44,38,52,49,58,53,60,38,53,53,78,64,87,87,83,92,59,82,52,57,44,101,1014,
352080,,山口県,岩国市,2019-04-01,川下出張所管内,9001,4402,4599,202,187,201,193,202,193,225,196,283,182,270,217,276,238,238,251,286,288,352,332,261,286,228,255,268,239,294,303,280,337,234,300,154,252,148,350,4631,
352080,,山口県,岩国市,2019-04-01,愛宕出張所管内,11912,5561,6351,260,268,263,273,286,266,281,269,213,267,266,284,302,319,305,349,410,393,426,435,332,346,316,354,345,389,454,467,373,438,288,396,227,364,214,474,5753,
352080,,山口県,岩国市,2019-04-01,灘出張所管内,12357,5904,6453,218,184,236,247,271,243,310,300,254,237,245,231,231,253,299,292,406,391,401,398,373,387,338,397,423,436,534,576,480,510,347,481,263,406,275,484,5851,
352080,,山口県,岩国市,2019-04-01,柱島出張所管内,182,76,106,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,4,0,7,5,2,1,10,3,5,10,8,24,12,26,23,36,135,
352080,,山口県,岩国市,2019-04-01,小瀬出張所管内,786,340,446,0,5,7,3,10,10,10,11,4,33,8,17,10,11,9,10,19,11,16,20,25,18,23,25,29,27,42,53,50,49,28,42,27,37,23,64,441,
352080,,山口県,岩国市,2019-04-01,藤河出張所管内,2227,1090,1137,57,73,57,57,49,42,41,60,44,34,60,60,77,74,66,67,95,71,71,84,71,52,66,54,73,67,86,73,57,81,53,63,38,57,29,68,1043,
352080,,山口県,岩国市,2019-04-01,御庄出張所管内,2476,1180,1296,61,49,51,70,52,67,47,60,57,63,67,64,86,86,76,86,96,87,97,101,72,66,75,70,72,79,79,76,74,70,56,63,31,61,31,78,1163,
352080,,山口県,岩国市,2019-04-01,北河内出張所管内,1215,580,635,7,10,11,10,19,14,26,32,21,16,12,2,19,12,22,21,34,20,45,42,35,33,44,43,45,46,71,60,51,62,51,63,35,57,32,92,621,
352080,,山口県,岩国市,2019-04-01,南河内出張所管内,1305,642,663,16,6,8,5,21,12,13,25,24,14,27,14,26,10,23,24,37,30,36,29,30,48,41,40,61,51,62,72,76,75,47,55,43,63,51,90,656,
352080,,山口県,岩国市,2019-04-01,師木野出張所管内,549,251,298,1,1,5,10,8,6,9,7,9,6,4,6,11,8,6,3,11,15,10,5,21,17,19,17,17,27,34,29,36,42,21,27,16,25,13,47,297,
352080,,山口県,岩国市,2019-04-01,通津出張所管内,4458,2094,2364,59,73,96,95,82,88,111,128,103,86,62,53,71,89,82,100,124,122,164,160,145,151,139,128,131,161,212,187,183,212,138,194,105,133,87,204,2086,
352080,,山口県,岩国市,2019-04-01,由宇総合支所管内,8351,3915,4436,124,103,155,151,185,149,171,177,179,154,150,146,172,173,177,198,223,227,245,263,234,213,241,265,300,332,378,393,359,384,257,341,175,300,190,467,3937,
352080,,山口県,岩国市,2019-04-01,玖珂総合支所管内,10736,5086,5650,196,188,223,229,272,231,265,295,236,226,205,193,239,237,277,268,360,321,373,404,350,334,305,332,320,361,416,420,358,449,304,390,224,327,163,445,5053,
352080,,山口県,岩国市,2019-04-01,本郷支所管内,791,359,432,4,8,3,6,6,12,6,11,8,8,11,5,9,7,13,7,14,12,21,12,20,18,24,20,30,33,52,36,41,33,26,46,32,43,39,115,490,
352080,,山口県,岩国市,2019-04-01,周東総合支所管内,12210,5819,6391,167,158,189,176,229,234,257,254,265,193,241,201,229,234,313,260,347,349,431,376,338,379,336,325,438,443,567,571,519,606,392,503,295,410,266,719,5902,
352080,,山口県,岩国市,2019-04-01,錦総合支所管内,2568,1141,1427,16,10,26,16,40,28,25,37,28,36,20,37,25,33,40,48,47,54,59,54,41,45,77,73,99,95,128,140,135,135,93,143,109,171,133,272,1436,
352080,,山口県,岩国市,2019-04-01,美川支所管内,985,443,542,4,2,6,3,7,5,7,4,10,5,12,6,10,6,10,7,17,17,12,17,22,22,25,28,45,33,54,49,62,59,44,67,41,84,55,128,615,
352080,,山口県,岩国市,2019-04-01,美和総合支所管内,3884,1824,2060,35,36,57,52,62,62,85,77,65,76,44,52,57,54,73,65,87,86,113,117,106,119,115,134,157,138,220,195,154,163,128,172,112,163,154,299,1909,
