"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2022/12/31","本山小学校",2846.00,1342.00,1504.00,38.00,35.00,47.00,46.00,72.00,59.00,87.00,65.00,80.00,77.00,68.00,33.00,48.00,36.00,62.00,79.00,70.00,79.00,91.00,121.00,102.00,89.00,59.00,77.00,99.00,81.00,89.00,117.00,123.00,172.00,110.00,119.00,50.00,91.00,47.00,128.00,1363.00
352161,2,"山口県","山陽小野田市","2022/12/31","赤崎小学校",5031.00,2529.00,2502.00,68.00,76.00,87.00,83.00,117.00,94.00,194.00,149.00,363.00,223.00,138.00,89.00,102.00,78.00,131.00,97.00,122.00,143.00,179.00,166.00,137.00,173.00,137.00,132.00,127.00,147.00,152.00,145.00,173.00,193.00,132.00,139.00,96.00,150.00,74.00,225.00,2625.00
352161,3,"山口県","山陽小野田市","2022/12/31","須恵小学校",8091.00,3796.00,4295.00,124.00,114.00,169.00,194.00,172.00,182.00,211.00,174.00,178.00,185.00,145.00,132.00,201.00,186.00,219.00,221.00,231.00,226.00,288.00,274.00,260.00,261.00,205.00,236.00,240.00,269.00,278.00,289.00,345.00,388.00,229.00,309.00,159.00,281.00,142.00,374.00,4023.00
352161,4,"山口県","山陽小野田市","2022/12/31","小野田小学校",5970.00,2800.00,3170.00,94.00,79.00,135.00,126.00,143.00,127.00,142.00,133.00,125.00,120.00,120.00,123.00,111.00,112.00,162.00,168.00,184.00,177.00,227.00,211.00,208.00,210.00,164.00,190.00,179.00,208.00,196.00,221.00,227.00,261.00,176.00,197.00,113.00,196.00,94.00,311.00,2966.00
352161,5,"山口県","山陽小野田市","2022/12/31","高泊小学校",4115.00,1915.00,2200.00,44.00,44.00,78.00,78.00,106.00,97.00,98.00,111.00,103.00,90.00,65.00,75.00,70.00,88.00,108.00,105.00,109.00,126.00,151.00,151.00,139.00,162.00,125.00,104.00,88.00,109.00,127.00,151.00,193.00,222.00,154.00,151.00,80.00,121.00,77.00,215.00,1942.00
352161,6,"山口県","山陽小野田市","2022/12/31","高千帆小学校",11075.00,5337.00,5738.00,202.00,219.00,284.00,247.00,282.00,254.00,267.00,237.00,255.00,226.00,253.00,196.00,288.00,240.00,336.00,362.00,367.00,372.00,406.00,401.00,354.00,375.00,296.00,295.00,299.00,332.00,350.00,367.00,380.00,469.00,315.00,382.00,214.00,314.00,189.00,450.00,5160.00
352161,7,"山口県","山陽小野田市","2022/12/31","有帆小学校",3580.00,1722.00,1858.00,43.00,31.00,62.00,41.00,67.00,49.00,77.00,67.00,66.00,68.00,54.00,52.00,60.00,55.00,66.00,64.00,95.00,90.00,128.00,118.00,120.00,111.00,117.00,113.00,111.00,130.00,136.00,161.00,212.00,245.00,140.00,159.00,92.00,135.00,76.00,169.00,1690.00
352161,8,"山口県","山陽小野田市","2022/12/31","厚狭小学校",10218.00,4875.00,5343.00,189.00,197.00,238.00,233.00,286.00,248.00,239.00,258.00,212.00,198.00,207.00,177.00,237.00,209.00,293.00,280.00,327.00,343.00,395.00,352.00,301.00,313.00,267.00,311.00,270.00,299.00,313.00,352.00,393.00,504.00,317.00,317.00,197.00,288.00,194.00,464.00,4571.00
352161,9,"山口県","山陽小野田市","2022/12/31","厚陽小学校",1814.00,816.00,998.00,12.00,23.00,18.00,25.00,22.00,33.00,36.00,37.00,32.00,30.00,28.00,16.00,27.00,26.00,37.00,35.00,38.00,33.00,50.00,43.00,55.00,62.00,56.00,51.00,55.00,75.00,80.00,93.00,110.00,109.00,65.00,83.00,52.00,74.00,43.00,150.00,913.00
352161,10,"山口県","山陽小野田市","2022/12/31","出合小学校",2600.00,1257.00,1343.00,29.00,34.00,49.00,50.00,46.00,65.00,67.00,54.00,76.00,59.00,72.00,52.00,61.00,46.00,62.00,53.00,77.00,63.00,74.00,81.00,79.00,76.00,88.00,97.00,76.00,90.00,92.00,116.00,128.00,126.00,83.00,91.00,46.00,80.00,52.00,110.00,1261.00
352161,11,"山口県","山陽小野田市","2022/12/31","埴生小学校",4869.00,2338.00,2531.00,57.00,59.00,77.00,66.00,87.00,69.00,101.00,94.00,89.00,94.00,99.00,80.00,111.00,88.00,96.00,94.00,118.00,116.00,192.00,157.00,168.00,160.00,148.00,127.00,151.00,154.00,203.00,205.00,221.00,287.00,189.00,203.00,122.00,184.00,109.00,294.00,2465.00
