"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2025/02/28","本山小学校",2767.00,1333.00,1434.00,33.00,29.00,38.00,37.00,70.00,49.00,98.00,77.00,104.00,62.00,63.00,47.00,48.00,31.00,56.00,58.00,66.00,72.00,81.00,110.00,100.00,106.00,74.00,82.00,83.00,71.00,88.00,108.00,117.00,144.00,102.00,134.00,70.00,100.00,42.00,117.00,1404.00
352161,2,"山口県","山陽小野田市","2025/02/28","赤崎小学校",4929.00,2471.00,2458.00,52.00,60.00,72.00,81.00,119.00,87.00,187.00,157.00,396.00,244.00,127.00,95.00,95.00,80.00,109.00,86.00,130.00,130.00,153.00,145.00,170.00,172.00,114.00,161.00,126.00,133.00,142.00,137.00,145.00,162.00,152.00,167.00,102.00,147.00,80.00,214.00,2688.00
352161,3,"山口県","山陽小野田市","2025/02/28","須恵小学校",7841.00,3689.00,4152.00,109.00,118.00,140.00,149.00,182.00,200.00,227.00,185.00,201.00,176.00,139.00,138.00,178.00,162.00,199.00,182.00,217.00,225.00,258.00,245.00,281.00,261.00,213.00,256.00,220.00,252.00,247.00,290.00,293.00,310.00,279.00,358.00,182.00,288.00,124.00,357.00,4026.00
352161,4,"山口県","山陽小野田市","2025/02/28","小野田小学校",5780.00,2724.00,3056.00,88.00,79.00,121.00,95.00,143.00,129.00,125.00,130.00,146.00,129.00,112.00,118.00,115.00,102.00,120.00,147.00,163.00,173.00,204.00,184.00,241.00,219.00,186.00,199.00,151.00,192.00,187.00,209.00,203.00,212.00,198.00,251.00,116.00,197.00,105.00,291.00,2928.00
352161,5,"山口県","山陽小野田市","2025/02/28","高泊小学校",4054.00,1877.00,2177.00,50.00,47.00,63.00,63.00,98.00,90.00,97.00,101.00,89.00,110.00,72.00,75.00,68.00,85.00,109.00,96.00,119.00,118.00,109.00,136.00,155.00,169.00,128.00,126.00,122.00,105.00,99.00,134.00,152.00,194.00,184.00,174.00,91.00,144.00,72.00,210.00,1981.00
352161,6,"山口県","山陽小野田市","2025/02/28","高千帆小学校",10783.00,5176.00,5607.00,166.00,177.00,255.00,258.00,291.00,244.00,262.00,238.00,252.00,221.00,237.00,207.00,239.00,219.00,310.00,300.00,349.00,373.00,388.00,371.00,395.00,395.00,305.00,319.00,282.00,309.00,310.00,338.00,358.00,410.00,346.00,432.00,246.00,337.00,185.00,459.00,5097.00
352161,7,"山口県","山陽小野田市","2025/02/28","有帆小学校",3544.00,1720.00,1824.00,41.00,33.00,61.00,37.00,60.00,50.00,74.00,64.00,78.00,64.00,55.00,45.00,73.00,56.00,74.00,67.00,88.00,80.00,113.00,105.00,122.00,121.00,121.00,111.00,99.00,124.00,144.00,147.00,164.00,198.00,177.00,209.00,90.00,138.00,86.00,175.00,1738.00
352161,8,"山口県","山陽小野田市","2025/02/28","厚狭小学校",10101.00,4806.00,5295.00,170.00,181.00,214.00,233.00,272.00,231.00,246.00,262.00,221.00,215.00,199.00,177.00,223.00,219.00,266.00,263.00,338.00,307.00,350.00,341.00,351.00,346.00,292.00,313.00,254.00,313.00,277.00,325.00,355.00,413.00,349.00,408.00,237.00,284.00,192.00,464.00,4644.00
352161,9,"山口県","山陽小野田市","2025/02/28","厚陽小学校",1722.00,784.00,938.00,14.00,18.00,22.00,26.00,20.00,22.00,27.00,33.00,36.00,34.00,18.00,18.00,24.00,17.00,29.00,39.00,37.00,31.00,45.00,38.00,51.00,48.00,62.00,60.00,52.00,55.00,67.00,89.00,90.00,102.00,81.00,87.00,64.00,86.00,45.00,135.00,893.00
352161,10,"山口県","山陽小野田市","2025/02/28","出合小学校",2466.00,1195.00,1271.00,20.00,19.00,34.00,42.00,62.00,61.00,54.00,55.00,78.00,69.00,68.00,38.00,55.00,41.00,51.00,43.00,73.00,58.00,66.00,65.00,80.00,85.00,76.00,89.00,79.00,84.00,88.00,105.00,99.00,121.00,115.00,101.00,54.00,92.00,43.00,103.00,1232.00
352161,11,"山口県","山陽小野田市","2025/02/28","埴生小学校",4678.00,2274.00,2404.00,42.00,50.00,67.00,65.00,81.00,69.00,96.00,86.00,98.00,91.00,87.00,71.00,125.00,90.00,92.00,75.00,121.00,105.00,164.00,140.00,198.00,164.00,151.00,136.00,143.00,135.00,161.00,163.00,212.00,245.00,189.00,246.00,151.00,178.00,96.00,295.00,2452.00
