"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2024/08/31","本山小学校",2818.00,1356.00,1462.00,37.00,31.00,42.00,38.00,72.00,52.00,108.00,83.00,86.00,58.00,68.00,49.00,49.00,28.00,55.00,65.00,70.00,76.00,82.00,115.00,101.00,99.00,70.00,85.00,86.00,72.00,90.00,114.00,120.00,144.00,107.00,134.00,66.00,106.00,47.00,113.00,1417.00
352161,2,"山口県","山陽小野田市","2024/08/31","赤崎小学校",4955.00,2483.00,2472.00,54.00,61.00,76.00,83.00,118.00,95.00,230.00,178.00,373.00,218.00,117.00,88.00,104.00,85.00,115.00,90.00,122.00,128.00,148.00,154.00,169.00,168.00,113.00,152.00,129.00,137.00,152.00,139.00,140.00,167.00,146.00,162.00,101.00,148.00,76.00,219.00,2694.00
352161,3,"山口県","山陽小野田市","2024/08/31","須恵小学校",7927.00,3728.00,4199.00,107.00,113.00,148.00,158.00,177.00,198.00,237.00,191.00,192.00,179.00,144.00,136.00,182.00,163.00,203.00,195.00,225.00,221.00,268.00,257.00,268.00,257.00,216.00,243.00,227.00,263.00,249.00,295.00,308.00,327.00,267.00,348.00,184.00,290.00,126.00,365.00,4067.00
352161,4,"山口県","山陽小野田市","2024/08/31","小野田小学校",5837.00,2742.00,3095.00,90.00,83.00,124.00,105.00,144.00,123.00,127.00,135.00,136.00,120.00,111.00,117.00,121.00,111.00,123.00,155.00,176.00,173.00,202.00,189.00,234.00,229.00,189.00,192.00,153.00,189.00,191.00,213.00,209.00,222.00,186.00,241.00,121.00,199.00,105.00,299.00,2952.00
352161,5,"山口県","山陽小野田市","2024/08/31","高泊小学校",4049.00,1882.00,2167.00,48.00,43.00,67.00,70.00,98.00,87.00,97.00,104.00,89.00,99.00,72.00,69.00,72.00,83.00,112.00,99.00,109.00,121.00,126.00,132.00,147.00,182.00,119.00,117.00,117.00,101.00,107.00,138.00,161.00,199.00,178.00,171.00,92.00,143.00,71.00,209.00,1964.00
352161,6,"山口県","山陽小野田市","2024/08/31","高千帆小学校",10849.00,5202.00,5647.00,175.00,182.00,268.00,263.00,274.00,244.00,267.00,238.00,250.00,215.00,235.00,210.00,251.00,234.00,313.00,312.00,354.00,369.00,400.00,363.00,391.00,390.00,289.00,327.00,284.00,316.00,327.00,330.00,362.00,430.00,335.00,442.00,243.00,336.00,184.00,446.00,5123.00
352161,7,"山口県","山陽小野田市","2024/08/31","有帆小学校",3545.00,1717.00,1828.00,39.00,34.00,60.00,40.00,59.00,46.00,77.00,64.00,73.00,64.00,53.00,49.00,73.00,55.00,70.00,68.00,86.00,84.00,123.00,100.00,118.00,123.00,118.00,111.00,106.00,125.00,144.00,150.00,163.00,222.00,168.00,189.00,106.00,130.00,81.00,174.00,1721.00
352161,8,"山口県","山陽小野田市","2024/08/31","厚狭小学校",10102.00,4804.00,5298.00,168.00,188.00,216.00,225.00,271.00,240.00,244.00,254.00,217.00,216.00,199.00,172.00,220.00,216.00,282.00,272.00,337.00,313.00,350.00,342.00,342.00,336.00,280.00,312.00,268.00,319.00,277.00,326.00,374.00,433.00,333.00,393.00,232.00,280.00,194.00,461.00,4627.00
352161,9,"山口県","山陽小野田市","2024/08/31","厚陽小学校",1753.00,798.00,955.00,15.00,19.00,18.00,24.00,23.00,23.00,27.00,33.00,39.00,32.00,19.00,19.00,30.00,20.00,30.00,36.00,39.00,35.00,40.00,42.00,53.00,50.00,62.00,61.00,53.00,56.00,72.00,89.00,97.00,106.00,75.00,88.00,63.00,83.00,43.00,139.00,909.00
352161,10,"山口県","山陽小野田市","2024/08/31","出合小学校",2477.00,1198.00,1279.00,19.00,22.00,44.00,44.00,53.00,58.00,63.00,60.00,66.00,50.00,65.00,48.00,51.00,40.00,54.00,45.00,73.00,57.00,64.00,74.00,86.00,80.00,75.00,91.00,78.00,89.00,88.00,106.00,102.00,117.00,113.00,100.00,54.00,90.00,50.00,108.00,1225.00
352161,11,"山口県","山陽小野田市","2024/08/31","埴生小学校",4733.00,2296.00,2437.00,48.00,52.00,68.00,70.00,85.00,72.00,96.00,88.00,92.00,79.00,99.00,78.00,119.00,77.00,93.00,87.00,124.00,107.00,167.00,146.00,193.00,165.00,147.00,132.00,145.00,134.00,176.00,179.00,204.00,258.00,188.00,226.00,151.00,190.00,101.00,297.00,2469.00
