都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2025-05-31,上関,682,335,347,6,0,8,4,12,12,11,9,14,8,8,5,14,7,13,14,12,6,21,15,24,24,19,19,29,20,28,27,39,44,31,41,26,38,20,54,382,
353418,,山口県,上関町,2025-05-31,蒲井,53,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,3,3,2,9,5,24,48,
353418,,山口県,上関町,2025-05-31,四代,73,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,6,7,4,3,12,5,6,2,3,4,5,10,43,
353418,,山口県,上関町,2025-05-31,白井田,142,61,81,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,1,1,1,3,2,4,2,5,1,4,3,4,4,9,2,7,9,11,15,9,37,106,
353418,,山口県,上関町,2025-05-31,戸津,187,85,102,0,2,2,5,0,3,0,2,1,0,0,1,1,0,2,6,6,1,2,0,5,1,1,5,8,8,12,7,7,11,11,13,13,14,14,23,106,
353418,,山口県,上関町,2025-05-31,室津,734,351,383,6,4,10,7,8,11,11,12,6,3,12,4,13,11,18,11,13,14,19,15,29,16,25,19,29,31,35,38,27,42,46,46,24,30,20,69,425,
353418,,山口県,上関町,2025-05-31,祝島,263,131,132,3,2,2,3,1,1,0,0,0,0,5,2,3,3,2,3,3,2,2,2,7,1,7,3,6,5,12,4,16,15,24,21,12,26,26,39,190,
353418,,山口県,上関町,2025-05-31,八島,17,7,10,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,6,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
