都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2024-09-30,上関,696,340,356,7,2,8,3,12,13,14,8,10,9,9,4,12,8,14,14,11,7,23,14,22,23,21,19,28,26,31,26,43,43,33,40,20,39,22,58,385,
353418,,山口県,上関町,2024-09-30,蒲井,54,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,2,4,3,7,4,26,49,
353418,,山口県,上関町,2024-09-30,四代,73,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,1,5,7,6,4,11,4,5,2,3,6,5,8,43,
353418,,山口県,上関町,2024-09-30,白井田,149,65,84,0,0,0,0,0,0,1,2,1,1,0,1,2,1,0,0,1,1,3,2,4,2,6,1,4,3,5,4,8,3,10,10,9,15,11,38,110,
353418,,山口県,上関町,2024-09-30,戸津,191,88,103,1,3,3,3,0,3,0,2,0,1,2,0,2,0,1,6,6,1,3,0,4,2,2,6,7,8,12,6,9,13,13,14,13,15,10,20,106,
353418,,山口県,上関町,2024-09-30,室津,745,358,387,7,4,12,11,11,11,8,8,6,3,13,4,15,11,18,11,12,16,22,14,29,15,23,19,33,37,33,34,36,44,35,43,26,37,19,65,420,
353418,,山口県,上関町,2024-09-30,祝島,265,130,135,3,2,1,3,1,0,0,0,0,0,2,2,3,2,3,3,2,1,3,2,6,1,7,4,8,4,11,6,21,14,20,24,16,25,23,42,192,
353418,,山口県,上関町,2024-09-30,八島,17,7,10,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,6,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
