都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2024-10-31,上関,697,341,356,6,2,9,3,12,13,14,7,10,10,9,4,12,7,14,15,11,7,22,14,23,24,21,19,29,26,31,25,42,43,34,40,20,40,22,57,385,
353418,,山口県,上関町,2024-10-31,蒲井,54,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,2,4,3,7,4,26,49,
353418,,山口県,上関町,2024-10-31,四代,73,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,6,7,6,3,11,5,5,2,3,6,5,8,43,
353418,,山口県,上関町,2024-10-31,白井田,148,65,83,0,0,0,0,0,0,1,2,1,1,0,1,2,1,0,0,1,1,3,2,4,2,6,1,4,3,4,4,9,3,10,10,9,15,11,37,110,
353418,,山口県,上関町,2024-10-31,戸津,191,88,103,1,3,3,3,0,3,0,2,0,1,2,0,2,0,1,6,6,1,3,0,4,2,2,6,7,8,12,6,8,13,13,14,13,15,11,20,106,
353418,,山口県,上関町,2024-10-31,室津,746,359,387,7,4,12,11,10,11,9,8,6,3,14,4,15,11,18,11,12,16,22,13,28,16,24,19,33,35,32,36,33,43,39,44,26,37,19,65,420,
353418,,山口県,上関町,2024-10-31,祝島,264,130,134,3,2,1,3,1,0,0,0,0,0,3,2,3,2,2,3,3,1,3,2,6,1,7,4,7,4,11,6,21,14,20,24,16,25,23,41,192,
353418,,山口県,上関町,2024-10-31,八島,17,7,10,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,6,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
