"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2023/05/31","本山小学校",2840.00,1352.00,1488.00,41.00,33.00,41.00,42.00,71.00,55.00,104.00,75.00,83.00,67.00,63.00,38.00,45.00,35.00,63.00,77.00,67.00,79.00,90.00,114.00,104.00,96.00,64.00,78.00,95.00,72.00,87.00,117.00,125.00,171.00,106.00,121.00,57.00,92.00,46.00,126.00,1388.00
352161,2,"山口県","山陽小野田市","2023/05/31","赤崎小学校",5069.00,2559.00,2510.00,69.00,79.00,87.00,84.00,121.00,96.00,253.00,175.00,338.00,211.00,143.00,86.00,101.00,83.00,121.00,98.00,131.00,138.00,172.00,166.00,144.00,170.00,136.00,138.00,120.00,144.00,158.00,145.00,158.00,184.00,135.00,145.00,99.00,141.00,73.00,227.00,2683.00
352161,3,"山口県","山陽小野田市","2023/05/31","須恵小学校",7996.00,3747.00,4249.00,114.00,110.00,167.00,188.00,167.00,181.00,217.00,184.00,169.00,172.00,154.00,122.00,187.00,179.00,220.00,215.00,224.00,223.00,290.00,264.00,250.00,263.00,204.00,242.00,236.00,275.00,271.00,283.00,347.00,377.00,230.00,317.00,169.00,284.00,131.00,370.00,4020.00
352161,4,"山口県","山陽小野田市","2023/05/31","小野田小学校",5936.00,2780.00,3156.00,90.00,88.00,137.00,114.00,139.00,128.00,137.00,134.00,128.00,126.00,117.00,112.00,120.00,117.00,148.00,165.00,182.00,185.00,225.00,200.00,212.00,208.00,172.00,189.00,168.00,203.00,194.00,220.00,218.00,254.00,181.00,205.00,114.00,190.00,98.00,318.00,2982.00
352161,5,"山口県","山陽小野田市","2023/05/31","高泊小学校",4124.00,1917.00,2207.00,44.00,45.00,72.00,80.00,109.00,93.00,88.00,120.00,103.00,97.00,73.00,70.00,78.00,92.00,104.00,102.00,109.00,125.00,135.00,144.00,152.00,176.00,126.00,104.00,94.00,101.00,122.00,151.00,185.00,217.00,165.00,156.00,80.00,128.00,78.00,206.00,1959.00
352161,6,"山口県","山陽小野田市","2023/05/31","高千帆小学校",10983.00,5302.00,5681.00,185.00,192.00,285.00,260.00,273.00,244.00,276.00,235.00,253.00,214.00,243.00,206.00,279.00,247.00,350.00,344.00,359.00,364.00,391.00,387.00,371.00,381.00,293.00,298.00,296.00,334.00,338.00,345.00,386.00,465.00,316.00,399.00,229.00,319.00,179.00,447.00,5170.00
352161,7,"山口県","山陽小野田市","2023/05/31","有帆小学校",3533.00,1702.00,1831.00,44.00,28.00,60.00,43.00,69.00,49.00,74.00,65.00,58.00,63.00,58.00,50.00,63.00,51.00,64.00,70.00,86.00,84.00,129.00,109.00,122.00,114.00,112.00,109.00,111.00,134.00,138.00,158.00,196.00,232.00,149.00,174.00,96.00,128.00,73.00,170.00,1683.00
352161,8,"山口県","山陽小野田市","2023/05/31","厚狭小学校",10173.00,4844.00,5329.00,173.00,186.00,244.00,245.00,275.00,239.00,240.00,244.00,220.00,204.00,208.00,180.00,224.00,213.00,295.00,280.00,326.00,332.00,384.00,344.00,310.00,326.00,263.00,305.00,272.00,316.00,307.00,335.00,388.00,486.00,310.00,348.00,213.00,284.00,192.00,462.00,4595.00
352161,9,"山口県","山陽小野田市","2023/05/31","厚陽小学校",1797.00,814.00,983.00,14.00,21.00,19.00,24.00,23.00,28.00,30.00,38.00,37.00,26.00,25.00,17.00,27.00,26.00,35.00,36.00,41.00,32.00,43.00,44.00,56.00,60.00,58.00,51.00,59.00,73.00,79.00,88.00,104.00,112.00,66.00,80.00,55.00,77.00,43.00,150.00,913.00
352161,10,"山口県","山陽小野田市","2023/05/31","出合小学校",2569.00,1242.00,1327.00,25.00,29.00,43.00,51.00,54.00,63.00,68.00,56.00,70.00,49.00,74.00,60.00,64.00,43.00,63.00,51.00,71.00,59.00,67.00,77.00,86.00,73.00,83.00,99.00,73.00,90.00,89.00,113.00,121.00,127.00,95.00,94.00,46.00,79.00,50.00,114.00,1257.00
352161,11,"山口県","山陽小野田市","2023/05/31","埴生小学校",4847.00,2337.00,2510.00,56.00,59.00,76.00,69.00,86.00,69.00,96.00,88.00,98.00,99.00,102.00,80.00,109.00,77.00,95.00,98.00,115.00,117.00,189.00,150.00,182.00,164.00,137.00,121.00,154.00,157.00,193.00,194.00,231.00,283.00,187.00,206.00,125.00,181.00,106.00,298.00,2472.00
