都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
352080,,山口県,岩国市,2020-04-01,岩国出張所管内,10791,5063,5728,213,180,283,278,326,277,256,276,171,169,150,155,207,247,254,275,325,389,410,383,305,337,301,281,327,327,377,388,402,456,297,398,224,366,235,546,5151,
352080,,山口県,岩国市,2020-04-01,平田出張所管内,10153,4734,5419,186,186,245,232,253,237,265,264,217,253,193,217,204,215,202,245,300,329,332,397,315,349,275,301,280,336,342,343,361,473,327,416,252,294,185,332,4702,
352080,,山口県,岩国市,2020-04-01,本庁管内,24884,11951,12933,472,456,491,469,507,515,566,570,538,539,581,557,641,547,685,693,804,800,1022,990,808,853,809,808,832,828,866,849,871,962,567,794,465,734,426,969,12705,
352080,,山口県,岩国市,2020-04-01,装港出張所管内,1935,993,942,27,37,34,22,40,26,17,18,58,43,95,50,61,35,39,42,51,45,53,50,56,39,62,53,69,59,77,80,94,102,63,76,51,67,46,98,1033,
352080,,山口県,岩国市,2020-04-01,川下出張所管内,9009,4408,4601,209,190,198,192,204,194,203,208,285,190,286,225,269,226,255,238,255,288,380,338,275,287,215,254,277,251,276,268,290,325,225,305,158,254,148,368,4676,
352080,,山口県,岩国市,2020-04-01,愛宕出張所管内,11862,5582,6280,256,273,254,277,287,267,265,255,239,279,284,267,311,304,301,360,363,340,460,464,342,347,323,326,313,385,415,427,412,470,306,411,211,350,240,478,5761,
352080,,山口県,岩国市,2020-04-01,灘出張所管内,12187,5827,6360,196,168,239,247,257,233,298,303,258,245,247,201,232,250,279,288,376,349,421,430,358,375,357,415,417,416,477,516,511,555,368,467,254,414,282,488,5815,
352080,,山口県,岩国市,2020-04-01,柱島出張所管内,168,68,100,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,4,0,5,3,6,3,9,2,6,6,6,23,8,24,20,37,126,
352080,,山口県,岩国市,2020-04-01,小瀬出張所管内,776,326,450,0,4,4,4,9,8,9,14,5,39,10,24,10,8,6,11,21,9,18,21,17,19,25,24,26,29,42,45,47,53,29,42,23,36,25,60,447,
352080,,山口県,岩国市,2020-04-01,藤河出張所管内,2234,1091,1143,55,64,56,61,45,45,47,51,43,44,64,61,74,70,68,67,87,69,77,87,71,57,63,58,78,58,79,84,66,75,54,59,34,59,30,74,1064,
