"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2025/04/30","本山小学校",2752.00,1327.00,1425.00,34.00,30.00,37.00,37.00,67.00,47.00,92.00,76.00,111.00,54.00,66.00,48.00,49.00,32.00,53.00,55.00,62.00,75.00,81.00,109.00,102.00,108.00,74.00,79.00,83.00,71.00,87.00,109.00,116.00,142.00,101.00,136.00,70.00,102.00,42.00,115.00,1400.00
352161,2,"山口県","山陽小野田市","2025/04/30","赤崎小学校",4959.00,2493.00,2466.00,50.00,59.00,71.00,81.00,119.00,87.00,257.00,212.00,364.00,220.00,119.00,81.00,97.00,77.00,106.00,90.00,131.00,124.00,153.00,148.00,172.00,171.00,110.00,164.00,125.00,130.00,140.00,134.00,142.00,159.00,155.00,173.00,98.00,140.00,84.00,216.00,2753.00
352161,3,"山口県","山陽小野田市","2025/04/30","須恵小学校",7830.00,3687.00,4143.00,112.00,117.00,135.00,147.00,184.00,199.00,230.00,193.00,194.00,168.00,149.00,136.00,176.00,166.00,196.00,184.00,217.00,225.00,247.00,239.00,283.00,268.00,221.00,251.00,218.00,253.00,247.00,289.00,283.00,307.00,294.00,360.00,178.00,287.00,123.00,354.00,4050.00
352161,4,"山口県","山陽小野田市","2025/04/30","小野田小学校",5761.00,2714.00,3047.00,93.00,76.00,116.00,91.00,146.00,128.00,120.00,131.00,139.00,129.00,110.00,109.00,115.00,107.00,124.00,142.00,161.00,174.00,202.00,178.00,243.00,227.00,185.00,198.00,151.00,193.00,187.00,210.00,200.00,210.00,198.00,252.00,117.00,202.00,107.00,290.00,2942.00
352161,5,"山口県","山陽小野田市","2025/04/30","高泊小学校",4051.00,1874.00,2177.00,52.00,47.00,60.00,59.00,103.00,91.00,91.00,100.00,92.00,109.00,65.00,74.00,73.00,87.00,105.00,97.00,119.00,113.00,112.00,140.00,150.00,165.00,129.00,130.00,118.00,107.00,105.00,132.00,150.00,194.00,184.00,178.00,92.00,142.00,74.00,212.00,1985.00
352161,6,"山口県","山陽小野田市","2025/04/30","高千帆小学校",10734.00,5152.00,5582.00,161.00,166.00,252.00,263.00,285.00,243.00,255.00,237.00,250.00,211.00,243.00,210.00,238.00,227.00,311.00,285.00,345.00,375.00,385.00,366.00,394.00,399.00,308.00,318.00,280.00,310.00,310.00,340.00,348.00,401.00,346.00,443.00,250.00,334.00,191.00,454.00,5107.00
352161,7,"山口県","山陽小野田市","2025/04/30","有帆小学校",3536.00,1720.00,1816.00,44.00,34.00,60.00,39.00,62.00,46.00,77.00,66.00,74.00,61.00,56.00,45.00,69.00,56.00,73.00,68.00,91.00,79.00,111.00,107.00,122.00,119.00,123.00,111.00,98.00,121.00,144.00,146.00,160.00,193.00,177.00,210.00,91.00,145.00,88.00,170.00,1726.00
352161,8,"山口県","山陽小野田市","2025/04/30","厚狭小学校",10075.00,4809.00,5266.00,175.00,175.00,213.00,233.00,271.00,229.00,248.00,256.00,221.00,215.00,201.00,173.00,223.00,215.00,266.00,265.00,336.00,302.00,346.00,337.00,354.00,359.00,291.00,307.00,251.00,307.00,279.00,323.00,355.00,408.00,349.00,421.00,234.00,275.00,196.00,466.00,4653.00
352161,9,"山口県","山陽小野田市","2025/04/30","厚陽小学校",1700.00,777.00,923.00,14.00,15.00,22.00,27.00,17.00,21.00,26.00,31.00,32.00,32.00,22.00,16.00,23.00,16.00,28.00,40.00,38.00,31.00,45.00,37.00,52.00,46.00,62.00,60.00,51.00,53.00,64.00,90.00,93.00,100.00,81.00,88.00,63.00,86.00,44.00,134.00,887.00
352161,10,"山口県","山陽小野田市","2025/04/30","出合小学校",2445.00,1175.00,1270.00,17.00,22.00,33.00,42.00,63.00,57.00,47.00,56.00,72.00,62.00,68.00,39.00,50.00,42.00,52.00,45.00,70.00,56.00,68.00,65.00,78.00,87.00,78.00,82.00,80.00,90.00,82.00,106.00,102.00,121.00,118.00,103.00,53.00,92.00,44.00,103.00,1232.00
352161,11,"山口県","山陽小野田市","2025/04/30","埴生小学校",4668.00,2270.00,2398.00,46.00,48.00,60.00,63.00,81.00,72.00,95.00,81.00,98.00,90.00,88.00,75.00,125.00,95.00,93.00,71.00,120.00,104.00,164.00,141.00,196.00,163.00,155.00,137.00,140.00,134.00,162.00,154.00,212.00,249.00,181.00,247.00,153.00,178.00,101.00,296.00,2462.00
