"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2024/04/30","本山小学校",2821.00,1351.00,1470.00,38.00,33.00,43.00,40.00,71.00,52.00,118.00,85.00,74.00,56.00,69.00,46.00,44.00,30.00,57.00,65.00,67.00,75.00,87.00,118.00,99.00,102.00,72.00,80.00,87.00,73.00,89.00,113.00,119.00,149.00,106.00,136.00,65.00,101.00,46.00,116.00,1413.00
352161,2,"山口県","山陽小野田市","2024/04/30","赤崎小学校",4989.00,2500.00,2489.00,56.00,60.00,81.00,85.00,122.00,94.00,251.00,196.00,345.00,212.00,121.00,85.00,103.00,83.00,116.00,88.00,126.00,131.00,166.00,157.00,147.00,171.00,126.00,142.00,122.00,144.00,155.00,138.00,150.00,181.00,138.00,152.00,99.00,147.00,76.00,223.00,2702.00
352161,3,"山口県","山陽小野田市","2024/04/30","須恵小学校",7977.00,3756.00,4221.00,104.00,109.00,155.00,166.00,174.00,197.00,248.00,193.00,183.00,180.00,153.00,133.00,180.00,167.00,207.00,203.00,229.00,217.00,269.00,267.00,270.00,258.00,212.00,239.00,235.00,260.00,251.00,299.00,322.00,330.00,253.00,350.00,182.00,291.00,129.00,362.00,4096.00
352161,4,"山口県","山陽小野田市","2024/04/30","小野田小学校",5845.00,2748.00,3097.00,89.00,83.00,127.00,105.00,141.00,129.00,131.00,129.00,136.00,117.00,114.00,114.00,115.00,121.00,137.00,147.00,173.00,177.00,211.00,192.00,223.00,224.00,182.00,200.00,161.00,188.00,189.00,209.00,213.00,238.00,185.00,232.00,117.00,183.00,104.00,309.00,2965.00
352161,5,"山口県","山陽小野田市","2024/04/30","高泊小学校",4093.00,1911.00,2182.00,45.00,43.00,73.00,72.00,99.00,92.00,96.00,105.00,95.00,107.00,79.00,68.00,76.00,82.00,111.00,105.00,106.00,123.00,131.00,132.00,149.00,178.00,125.00,119.00,109.00,96.00,115.00,140.00,164.00,207.00,178.00,164.00,85.00,141.00,75.00,208.00,1975.00
352161,6,"山口県","山陽小野田市","2024/04/30","高千帆小学校",10898.00,5226.00,5672.00,186.00,184.00,266.00,265.00,277.00,244.00,274.00,233.00,255.00,209.00,220.00,218.00,263.00,237.00,320.00,316.00,364.00,367.00,391.00,371.00,377.00,388.00,299.00,325.00,285.00,322.00,328.00,340.00,368.00,440.00,320.00,422.00,246.00,329.00,187.00,462.00,5152.00
352161,7,"山口県","山陽小野田市","2024/04/30","有帆小学校",3546.00,1714.00,1832.00,37.00,33.00,62.00,39.00,55.00,49.00,82.00,63.00,70.00,65.00,56.00,49.00,71.00,53.00,69.00,70.00,89.00,85.00,120.00,97.00,122.00,122.00,115.00,115.00,107.00,125.00,144.00,151.00,175.00,226.00,156.00,186.00,109.00,129.00,75.00,175.00,1719.00
352161,8,"山口県","山陽小野田市","2024/04/30","厚狭小学校",10126.00,4822.00,5304.00,161.00,192.00,227.00,227.00,271.00,238.00,241.00,253.00,219.00,212.00,206.00,169.00,234.00,214.00,280.00,272.00,341.00,326.00,354.00,338.00,335.00,333.00,274.00,316.00,260.00,321.00,289.00,321.00,383.00,450.00,332.00,377.00,224.00,283.00,191.00,462.00,4642.00
352161,9,"山口県","山陽小野田市","2024/04/30","厚陽小学校",1757.00,797.00,960.00,15.00,21.00,21.00,26.00,20.00,24.00,27.00,35.00,37.00,28.00,20.00,19.00,32.00,25.00,28.00,32.00,41.00,34.00,42.00,45.00,54.00,52.00,64.00,57.00,47.00,63.00,76.00,84.00,96.00,110.00,73.00,84.00,62.00,82.00,42.00,139.00,908.00
352161,10,"山口県","山陽小野田市","2024/04/30","出合小学校",2490.00,1203.00,1287.00,24.00,23.00,44.00,45.00,56.00,60.00,59.00,60.00,63.00,49.00,67.00,50.00,50.00,42.00,62.00,47.00,67.00,58.00,65.00,73.00,85.00,81.00,80.00,93.00,76.00,91.00,87.00,102.00,109.00,120.00,106.00,97.00,52.00,89.00,51.00,107.00,1221.00
352161,11,"山口県","山陽小野田市","2024/04/30","埴生小学校",4769.00,2319.00,2450.00,52.00,56.00,70.00,66.00,89.00,69.00,97.00,90.00,90.00,86.00,97.00,77.00,118.00,75.00,92.00,92.00,125.00,104.00,176.00,155.00,190.00,161.00,147.00,130.00,146.00,140.00,181.00,189.00,221.00,247.00,186.00,224.00,139.00,195.00,103.00,294.00,2464.00
