"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2024/10/31","本山小学校",2804.00,1347.00,1457.00,35.00,33.00,39.00,36.00,73.00,54.00,104.00,82.00,91.00,58.00,66.00,47.00,50.00,29.00,54.00,62.00,66.00,74.00,87.00,114.00,98.00,103.00,72.00,83.00,83.00,72.00,91.00,114.00,120.00,143.00,104.00,131.00,68.00,109.00,46.00,113.00,1414.00
352161,2,"山口県","山陽小野田市","2024/10/31","赤崎小学校",4950.00,2479.00,2471.00,55.00,61.00,74.00,83.00,119.00,90.00,213.00,176.00,388.00,224.00,117.00,88.00,100.00,83.00,118.00,90.00,119.00,126.00,149.00,154.00,166.00,170.00,115.00,157.00,128.00,135.00,148.00,141.00,144.00,162.00,148.00,160.00,102.00,155.00,76.00,216.00,2695.00
352161,3,"山口県","山陽小野田市","2024/10/31","須恵小学校",7901.00,3719.00,4182.00,107.00,114.00,144.00,157.00,180.00,195.00,234.00,188.00,194.00,181.00,141.00,135.00,181.00,164.00,205.00,193.00,221.00,218.00,262.00,255.00,276.00,259.00,216.00,248.00,220.00,253.00,253.00,297.00,300.00,318.00,271.00,351.00,186.00,293.00,128.00,363.00,4061.00
352161,4,"山口県","山陽小野田市","2024/10/31","小野田小学校",5820.00,2732.00,3088.00,90.00,84.00,122.00,101.00,145.00,125.00,120.00,132.00,141.00,125.00,116.00,122.00,119.00,110.00,122.00,152.00,168.00,173.00,207.00,186.00,235.00,225.00,184.00,199.00,150.00,184.00,194.00,215.00,199.00,212.00,197.00,248.00,120.00,198.00,103.00,297.00,2949.00
352161,5,"山口県","山陽小野田市","2024/10/31","高泊小学校",4045.00,1875.00,2170.00,47.00,48.00,66.00,65.00,99.00,87.00,95.00,104.00,85.00,103.00,75.00,72.00,69.00,85.00,111.00,97.00,112.00,116.00,118.00,133.00,150.00,180.00,125.00,117.00,117.00,103.00,104.00,136.00,160.00,199.00,181.00,172.00,90.00,143.00,71.00,210.00,1971.00
352161,6,"山口県","山陽小野田市","2024/10/31","高千帆小学校",10825.00,5203.00,5622.00,175.00,179.00,264.00,259.00,277.00,245.00,267.00,236.00,251.00,215.00,232.00,207.00,245.00,228.00,314.00,311.00,357.00,369.00,394.00,364.00,398.00,392.00,295.00,327.00,282.00,312.00,326.00,331.00,357.00,422.00,336.00,442.00,249.00,334.00,184.00,449.00,5115.00
352161,7,"山口県","山陽小野田市","2024/10/31","有帆小学校",3556.00,1721.00,1835.00,40.00,34.00,60.00,41.00,60.00,45.00,78.00,63.00,73.00,68.00,52.00,48.00,74.00,58.00,73.00,63.00,85.00,85.00,118.00,103.00,122.00,120.00,118.00,113.00,106.00,124.00,146.00,149.00,161.00,213.00,173.00,196.00,100.00,134.00,82.00,178.00,1733.00
352161,8,"山口県","山陽小野田市","2024/10/31","厚狭小学校",10111.00,4805.00,5306.00,166.00,186.00,215.00,225.00,269.00,236.00,246.00,256.00,224.00,218.00,194.00,181.00,225.00,209.00,273.00,276.00,330.00,313.00,358.00,338.00,349.00,341.00,278.00,316.00,266.00,319.00,277.00,317.00,363.00,433.00,341.00,396.00,236.00,282.00,195.00,464.00,4638.00
352161,9,"山口県","山陽小野田市","2024/10/31","厚陽小学校",1741.00,795.00,946.00,14.00,14.00,19.00,26.00,23.00,23.00,27.00,34.00,37.00,31.00,19.00,18.00,29.00,18.00,31.00,37.00,38.00,33.00,41.00,44.00,52.00,48.00,62.00,60.00,52.00,56.00,70.00,90.00,95.00,106.00,81.00,86.00,62.00,85.00,43.00,137.00,906.00
352161,10,"山口県","山陽小野田市","2024/10/31","出合小学校",2489.00,1199.00,1290.00,20.00,20.00,41.00,42.00,56.00,61.00,59.00,60.00,69.00,60.00,67.00,48.00,54.00,41.00,53.00,45.00,74.00,57.00,62.00,74.00,84.00,82.00,78.00,89.00,78.00,90.00,86.00,105.00,101.00,115.00,111.00,103.00,58.00,90.00,48.00,108.00,1235.00
352161,11,"山口県","山陽小野田市","2024/10/31","埴生小学校",4727.00,2296.00,2431.00,47.00,52.00,68.00,66.00,84.00,75.00,99.00,87.00,95.00,85.00,96.00,76.00,120.00,79.00,90.00,86.00,125.00,106.00,168.00,141.00,197.00,172.00,148.00,131.00,143.00,136.00,168.00,171.00,214.00,258.00,184.00,229.00,152.00,181.00,98.00,300.00,2473.00
