"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2022/08/31","本山小学校",2854.00,1343.00,1511.00,34.00,37.00,52.00,43.00,74.00,62.00,82.00,66.00,79.00,73.00,66.00,35.00,47.00,38.00,58.00,76.00,68.00,85.00,96.00,117.00,102.00,101.00,63.00,67.00,104.00,84.00,88.00,123.00,129.00,172.00,100.00,115.00,52.00,87.00,49.00,130.00,1360.00
352161,2,"山口県","山陽小野田市","2022/08/31","赤崎小学校",5035.00,2540.00,2495.00,62.00,69.00,96.00,84.00,112.00,94.00,216.00,156.00,360.00,220.00,136.00,79.00,101.00,82.00,125.00,93.00,129.00,145.00,174.00,165.00,136.00,172.00,134.00,137.00,127.00,141.00,158.00,154.00,176.00,197.00,127.00,135.00,96.00,151.00,75.00,221.00,2633.00
352161,3,"山口県","山陽小野田市","2022/08/31","須恵小学校",8143.00,3819.00,4324.00,134.00,121.00,167.00,192.00,174.00,184.00,220.00,174.00,169.00,178.00,147.00,143.00,204.00,185.00,221.00,215.00,236.00,224.00,290.00,288.00,252.00,253.00,208.00,238.00,245.00,274.00,282.00,295.00,344.00,398.00,229.00,304.00,157.00,271.00,140.00,387.00,4042.00
352161,4,"山口県","山陽小野田市","2022/08/31","小野田小学校",5965.00,2794.00,3171.00,97.00,83.00,135.00,123.00,141.00,136.00,148.00,135.00,120.00,110.00,115.00,116.00,113.00,116.00,162.00,174.00,185.00,175.00,229.00,211.00,213.00,213.00,156.00,184.00,184.00,216.00,194.00,217.00,230.00,266.00,164.00,188.00,109.00,200.00,99.00,308.00,2957.00
352161,5,"山口県","山陽小野田市","2022/08/31","高泊小学校",4136.00,1930.00,2206.00,50.00,46.00,77.00,83.00,105.00,99.00,95.00,106.00,112.00,80.00,70.00,81.00,65.00,93.00,109.00,102.00,110.00,123.00,151.00,152.00,137.00,164.00,123.00,101.00,86.00,111.00,132.00,155.00,201.00,225.00,149.00,145.00,78.00,126.00,80.00,214.00,1940.00
352161,6,"山口県","山陽小野田市","2022/08/31","高千帆小学校",11093.00,5343.00,5750.00,211.00,223.00,291.00,249.00,279.00,243.00,267.00,241.00,246.00,222.00,258.00,204.00,285.00,246.00,352.00,353.00,363.00,366.00,388.00,413.00,358.00,369.00,291.00,294.00,297.00,328.00,354.00,382.00,389.00,485.00,321.00,373.00,201.00,319.00,192.00,440.00,5167.00
352161,7,"山口県","山陽小野田市","2022/08/31","有帆小学校",3593.00,1728.00,1865.00,42.00,33.00,64.00,37.00,69.00,52.00,77.00,66.00,60.00,69.00,57.00,49.00,61.00,57.00,72.00,69.00,94.00,88.00,130.00,122.00,116.00,110.00,112.00,114.00,111.00,133.00,148.00,165.00,209.00,248.00,135.00,156.00,94.00,129.00,77.00,168.00,1689.00
352161,8,"山口県","山陽小野田市","2022/08/31","厚狭小学校",10218.00,4878.00,5340.00,195.00,198.00,238.00,237.00,283.00,247.00,241.00,260.00,210.00,179.00,200.00,173.00,238.00,213.00,307.00,284.00,336.00,348.00,383.00,344.00,285.00,322.00,273.00,307.00,272.00,297.00,318.00,361.00,406.00,499.00,305.00,315.00,192.00,301.00,196.00,455.00,4564.00
352161,9,"山口県","山陽小野田市","2022/08/31","厚陽小学校",1820.00,820.00,1000.00,14.00,22.00,18.00,26.00,22.00,34.00,43.00,42.00,28.00,26.00,28.00,19.00,29.00,23.00,35.00,39.00,40.00,32.00,47.00,42.00,58.00,61.00,56.00,51.00,55.00,75.00,82.00,97.00,106.00,104.00,68.00,84.00,47.00,74.00,44.00,149.00,912.00
352161,10,"山口県","山陽小野田市","2022/08/31","出合小学校",2598.00,1251.00,1347.00,31.00,31.00,48.00,50.00,49.00,64.00,64.00,58.00,73.00,60.00,73.00,49.00,50.00,46.00,63.00,56.00,76.00,65.00,82.00,75.00,73.00,80.00,86.00,96.00,80.00,96.00,94.00,107.00,132.00,131.00,79.00,91.00,46.00,79.00,52.00,113.00,1246.00
352161,11,"山口県","山陽小野田市","2022/08/31","埴生小学校",4900.00,2334.00,2566.00,58.00,59.00,77.00,69.00,93.00,74.00,95.00,93.00,91.00,97.00,100.00,86.00,105.00,83.00,102.00,103.00,114.00,119.00,196.00,154.00,165.00,165.00,141.00,118.00,148.00,160.00,207.00,207.00,226.00,290.00,190.00,206.00,125.00,189.00,101.00,294.00,2482.00
