都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
352080,,山口県,岩国市,2021-04-01,岩国出張所管内,10749,5014,5735,177,167,276,262,330,282,274,275,170,202,155,154,194,212,260,288,298,359,409,411,312,341,304,285,317,316,357,364,421,496,280,382,241,357,239,582,5169,
352080,,山口県,岩国市,2021-04-01,平田出張所管内,9982,4665,5317,184,171,227,233,241,235,273,240,206,230,205,216,186,205,202,254,280,284,311,378,325,376,288,304,270,334,322,317,369,481,315,401,256,313,205,345,4678,
352080,,山口県,岩国市,2021-04-01,本庁管内,24610,11843,12767,433,445,474,474,504,498,560,546,529,528,572,534,635,550,670,651,771,743,967,974,871,886,812,835,817,812,832,793,931,1052,565,737,452,732,448,977,12707,
352080,,山口県,岩国市,2021-04-01,装港出張所管内,1934,1006,928,29,37,33,24,43,29,27,22,49,35,90,47,62,26,52,43,50,43,54,44,60,48,64,52,60,52,78,77,92,103,65,75,55,67,43,104,1044,
352080,,山口県,岩国市,2021-04-01,川下出張所管内,8988,4407,4581,199,184,194,194,216,194,205,192,293,204,271,231,259,235,283,244,229,268,369,331,306,300,221,251,263,241,272,267,308,336,194,280,162,256,163,373,4713,
352080,,山口県,岩国市,2021-04-01,愛宕出張所管内,11763,5547,6216,241,264,239,262,279,262,244,246,247,290,299,278,308,295,306,340,328,322,480,466,362,373,311,323,310,362,392,413,456,480,290,399,204,352,251,489,5810,
352080,,山口県,岩国市,2021-04-01,灘出張所管内,12043,5722,6321,163,155,247,227,248,242,278,294,261,250,242,221,242,233,258,278,345,331,417,435,359,374,353,416,408,418,464,474,533,611,356,445,259,410,289,507,5834,
352080,,山口県,岩国市,2021-04-01,柱島出張所管内,157,63,94,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,3,0,6,1,6,5,6,2,7,6,7,20,6,23,18,35,121,
352080,,山口県,岩国市,2021-04-01,小瀬出張所管内,760,324,436,1,4,4,5,7,6,10,10,8,39,11,28,8,7,10,8,18,10,15,20,22,18,24,24,24,28,39,42,43,53,34,46,23,30,23,58,443,
352080,,山口県,岩国市,2021-04-01,藤河出張所管内,2258,1105,1153,62,61,53,65,49,53,52,50,48,48,63,54,70,66,72,74,78,60,94,86,69,68,60,55,70,59,75,79,74,75,56,67,31,54,29,79,1064,
352080,,山口県,岩国市,2021-04-01,御庄出張所管内,2456,1194,1262,59,43,55,65,45,69,53,46,55,57,67,78,73,70,82,66,89,105,110,85,74,83,76,65,69,77,70,72,91,79,56,51,33,59,37,92,1170,
352080,,山口県,岩国市,2021-04-01,北河内出張所管内,1167,566,601,7,8,12,6,13,12,26,20,27,20,12,6,11,6,22,19,29,17,38,32,47,34,39,37,47,52,54,57,70,66,46,56,28,58,38,95,617,
352080,,山口県,岩国市,2021-04-01,南河内出張所管内,1216,585,631,5,8,16,5,12,11,17,15,16,18,19,10,27,8,17,20,26,24,43,26,27,47,41,35,50,49,55,62,81,83,48,59,39,52,46,99,635,
352080,,山口県,岩国市,2021-04-01,師木野出張所管内,505,233,272,2,2,3,6,10,7,6,8,5,4,5,3,7,4,7,2,10,10,10,11,13,10,21,24,14,17,32,26,37,39,22,28,16,21,13,50,281,
352080,,山口県,岩国市,2021-04-01,通津出張所管内,4271,2008,2263,53,54,75,78,94,89,91,101,105,102,58,54,71,66,60,89,127,117,149,154,144,151,148,132,121,123,156,174,234,221,132,190,100,136,90,232,2051,
352080,,山口県,岩国市,2021-04-01,由宇総合支所管内,8157,3818,4339,108,99,146,136,180,160,162,159,177,153,146,154,160,130,169,205,177,208,263,266,235,240,225,218,260,315,365,355,396,460,270,314,195,278,184,489,3929,
352080,,山口県,岩国市,2021-04-01,玖珂支所管内,10528,5016,5512,187,170,228,219,257,245,255,237,219,205,196,196,218,219,279,243,329,319,383,372,372,372,304,321,319,335,354,380,418,497,287,394,232,306,179,482,5061,
352080,,山口県,岩国市,2021-04-01,本郷支所管内,733,340,393,5,3,3,8,8,9,3,6,7,8,7,4,10,5,9,8,10,5,23,12,10,9,28,25,24,30,39,32,55,45,34,35,25,41,40,108,470,
352080,,山口県,岩国市,2021-04-01,周東総合支所管内,11861,5668,6193,156,160,184,165,211,218,244,227,268,196,238,199,232,208,265,243,338,311,390,385,375,363,313,310,411,401,491,506,601,669,396,482,286,417,269,733,5877,
352080,,山口県,岩国市,2021-04-01,錦総合支所管内,2390,1059,1331,14,8,26,18,36,19,19,28,22,39,12,31,25,21,37,41,43,54,61,62,44,32,66,68,80,91,117,113,151,153,78,142,100,125,128,286,1376,
352080,,山口県,岩国市,2021-04-01,美川支所管内,908,404,504,3,2,2,2,8,4,5,4,11,4,5,6,10,6,12,9,10,10,12,15,17,20,26,21,35,27,46,45,60,64,46,69,35,63,61,133,583,
352080,,山口県,岩国市,2021-04-01,美和総合支所管内,3645,1704,1941,26,28,47,41,60,61,75,66,45,67,48,46,48,44,55,56,80,72,103,108,90,112,120,140,135,134,200,156,197,215,114,157,108,152,153,286,1833,
