都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2025-04-30,上関,684,336,348,6,1,8,3,12,12,12,9,14,8,8,5,14,7,14,14,11,6,22,15,23,24,19,19,29,21,28,26,39,45,33,40,24,38,20,55,383,
353418,,山口県,上関町,2025-04-30,蒲井,53,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,2,3,2,8,5,25,48,
353418,,山口県,上関町,2025-04-30,四代,73,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,6,7,5,3,11,5,6,2,3,5,5,9,43,
353418,,山口県,上関町,2025-04-30,白井田,142,61,81,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,1,1,1,3,2,4,2,5,1,4,3,4,4,9,2,8,10,10,14,9,37,106,
353418,,山口県,上関町,2025-04-30,戸津,186,84,102,0,2,2,5,0,3,0,2,0,0,0,1,1,0,2,6,6,1,2,0,5,1,2,5,7,8,12,7,7,11,11,14,13,13,14,23,105,
353418,,山口県,上関町,2025-04-30,室津,736,352,384,6,4,11,7,8,11,10,12,7,3,11,4,14,12,18,10,12,16,20,13,28,16,25,19,31,31,34,38,26,42,46,47,24,32,21,67,426,
353418,,山口県,上関町,2025-04-30,祝島,264,131,133,3,2,2,3,1,1,0,0,0,0,5,2,3,3,2,4,3,1,2,2,7,1,8,3,5,5,12,4,17,15,23,21,13,26,25,40,191,
353418,,山口県,上関町,2025-04-30,八島,17,7,10,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,6,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
