id,category,sentiment_score,intensity,text_content,user_type,timestamp,longitude,latitude
3835eb06-03fe-4f08-8ab3-9e6f35e222dd,グルメ,0.7294600170640752,0.2303587706406538,広島駅近くのお好み焼きが最高に美味しい！,local,2025-06-10 23:50:00+00,132.46905680937803,34.39931782282284
abbee0da-ed49-48fe-9988-a93a7a433038,交通,0.11817994048950768,0.11546516476931291,本通り商店街アクセス良好、バス停おすすめ,tourist,2025-06-10 23:13:00+00,132.4655094576606,34.390465895181784
a9fd4f50-e0ff-448b-8620-e25129522c2f,交通,0.1971116562761496,0.16777543867532863,タクシーから原爆ドームまで快適,tourist,2025-06-10 23:03:00+00,132.4470215159798,34.39639924689405
a4c4ac45-d40e-447c-8868-9b234208b9b4,ショッピング,0.8356816308728461,0.6222062950848362,宮島の雑貨巡り楽しい,tourist,2025-06-10 22:59:00+00,132.31974514734057,34.296325108580646
21cfed46-66ce-419b-b987-24090d7a300e,交通,0.17357297595440413,0.3421563066675916,バス停で原爆ドームへ向かう,tourist,2025-06-10 22:45:00+00,132.44881735297346,34.387897026419
8dc5ba2f-c164-4922-a76d-d16e11aec56c,イベント,0.7925370103837297,0.9618750215555736,広島駅コンサートに参加してきました,local,2025-06-10 22:40:00+00,132.473164230168,34.38821731104841
942cd48a-70b7-4f89-92ac-78b3c66391a3,イベント,0.6893807483120404,0.9383942635643573,宮島でのフェスティバル楽しかった！,tourist,2025-06-10 22:36:00+00,132.31796975537748,34.300210762583355
8f3766a2-6151-431f-bf3d-ce504c3d72cc,イベント,0.6759308168120082,0.7506708941074387,本通り商店街の展示会最高でした,local,2025-06-10 22:14:00+00,132.46574502819345,34.39081581260115
bdf5b16b-8cc1-4fbb-9220-18a463fe145a,ショッピング,0.7128468697272858,0.6502285879695727,本通り商店街で雑貨をたくさん買った,tourist,2025-06-10 22:07:00+00,132.4535555120836,34.390666386850825
11fdece6-0eba-47a3-a5d0-58d7cd14721c,イベント,0.6786625873158052,1.1312827422933154,原爆ドームフェスティバルに参加してきました,tourist,2025-06-10 21:57:00+00,132.45659374529848,34.39766650666487
994405cd-c4ac-4369-9b60-1948253f98ad,グルメ,0.8354299218895669,0.8644010600204429,居酒屋を食べにマツダスタジアムエリアへ,tourist,2025-06-10 21:51:00+00,132.48783402210634,34.40634966203214
343d4ed2-c2ea-4be2-9f65-5fa52cb1329c,グルメ,0.8757592430386403,0.783815698639522,本通り商店街近くの居酒屋が最高に美味しい！,local,2025-06-10 21:46:00+00,132.4621696772038,34.38765554867409
d4672c9b-9e02-408a-bcb0-f19e5f2251b8,グルメ,0.5983174554563405,0.8856015851325654,マツダスタジアム周辺で居酒屋を堪能,local,2025-06-10 21:41:00+00,132.48662099541826,34.38210080876901
ef45e598-782d-4f95-a5b6-7ea8ddde8ff1,イベント,0.40995538015756716,0.8691435515254001,宮島の展示会最高でした,tourist,2025-06-10 21:38:00+00,132.30747497687304,34.30401836469888
59f854e1-9e83-4578-928f-7ef5b795b7be,グルメ,0.7172352548801839,0.9170352058069996,原爆ドームの広島焼きは本当におすすめ,tourist,2025-06-10 21:31:00+00,132.448647135243,34.396669508952854
7e0d21d6-c639-487c-990c-8543c4ee6b9e,グルメ,0.4482771890256221,0.9760599395303595,今日は原爆ドームでお好み焼き三昧,tourist,2025-06-10 21:26:00+00,132.44141030567533,34.39356542218043
97ff77d3-f03c-4402-a421-51c5cec55f0e,イベント,1,1.0488671688211935,原爆ドームでのフェスティバル楽しかった！,tourist,2025-06-10 21:18:00+00,132.46154023522985,34.40384750372491
6e38a12d-4c23-42d7-9d1a-cf43043c92aa,グルメ,0.9505776215426269,1.1657033840024373,宮島の居酒屋は本当におすすめ,local,2025-06-10 21:11:00+00,132.32321281351597,34.292775179393104
bf7e0d98-19b7-45a2-b008-80ed55f6f7c0,グルメ,0.9072246747879062,0.5181992540768942,広島駅近くの寿司が最高に美味しい！,tourist,2025-06-10 20:54:00+00,132.47284682986665,34.40394797698101
