id,date,facility_id,facility_name,facility_type,location,area,total_rooms,occupied_rooms,occupancy_rate,total_guests,domestic_guests,foreign_guests,average_stay_days,average_price,price_index,data_source,metadata_json,created_at
8e19f9f9-bba1-4ade-a950-e3fbafb867ec,2025-06-07 06:40:30.868143+00,宮島_0,宮島エリア ビジネスホテル1,ホテル,0101000020E610000081DEB9F4248A6040562F0097BA254140,宮島,169,160,0.95,323,214,108,2.6363309183305628,19854.534771533938,0.9932447510349932,dummy_accommodation,"{""generated_at"": ""2025-06-07T06:40:30.871420""}",
3266f99f-ad87-42d2-bbcf-d8f5f1b5f76a,2025-06-01 11:57:13.023918+00,宮島_2,宮島エリア ホテル3,ビジネスホテル,0101000020E61000008F2595E5218A6040CC59D4543C264140,宮島,139,132,0.95,223,144,78,2.564172955390707,10707.660035976662,1.1242677270579242,dummy_accommodation,"{""generated_at"": ""2025-06-07T11:57:13.027159""}",
198a4029-362f-4187-b412-2fce6f5d5669,2025-06-07 07:46:00.547314+00,原爆ドーム_1,原爆ドームエリア ビジネスホテル2,民泊,0101000020E6100000D28F401E6F8E6040C37892662A334140,原爆ドーム,140,133,0.95,233,187,45,2.442374815561468,18634.902787463252,0.9020316188158584,dummy_accommodation,"{""generated_at"": ""2025-06-07T07:46:00.550105""}",
180b048a-d2ea-465a-a2f7-136b95f61d68,2025-06-01 11:57:13.023918+00,広島駅_2,広島駅エリア ホテル3,ゲストハウス,0101000020E61000003F377CE51E8F60405D5F6BF36D334140,広島駅,185,175,0.95,369,335,33,2.766251966589309,11810.757451809262,0.9581093973035625,dummy_accommodation,"{""generated_at"": ""2025-06-07T11:57:13.029242""}",
eec23fe8-a444-452c-9c21-c1bbf28d27c7,2025-06-01 07:46:12.157368+00,宮島_0,宮島エリア ホテル1,民泊,0101000020E6100000997E91D2488A6040A380D2B443264140,宮島,158,150,0.95,308,259,48,2.4205628742964063,17848.84349506199,1.0384117600707383,dummy_accommodation,"{""generated_at"": ""2025-06-07T07:46:12.159764""}",
252c1b67-d371-4ec5-a4b9-69df4ef65338,2025-06-07 04:57:19.333897+00,原爆ドーム_1,原爆ドームエリア ビジネスホテル2,旅館,0101000020E610000065E0826F9F8E6040C8F7638F09334140,原爆ドーム,50,47,0.95,91,68,22,2.9078510675632003,16281.843414061235,1.1919167634065368,dummy_accommodation,"{""generated_at"": ""2025-06-07T04:57:19.335627""}",
e170b4d7-e248-4e23-8dc2-af75c283f9f1,2025-06-07 04:58:54.770023+00,広島駅_0,広島駅エリア 旅館1,ゲストハウス,0101000020E6100000A310AB220C8F60408A6A9D0656324140,広島駅,52,49,0.95,118,108,9,2.9642262878225463,9426.754949505143,1.040421852605956,dummy_accommodation,"{""generated_at"": ""2025-06-07T04:58:54.775128""}",
e8e96cdd-8346-4f08-8c2b-011d0577a13d,2025-06-01 11:57:13.023918+00,本通り商店街_3,本通り商店街エリア ゲストハウス4,旅館,0101000020E61000005340583FDC8E604079B42EFBC9324140,本通り商店街,192,182,0.95,380,353,26,2.807114879536421,13945.172044423729,1.068344470679235,dummy_accommodation,"{""generated_at"": ""2025-06-07T11:57:13.032512""}",
1d4a6d9e-8c54-4627-a875-26a22b79f0fb,2025-06-01 11:57:04.951028+00,マツダスタジアム_1,マツダスタジアムエリア ゲストハウス2,ビジネスホテル,0101000020E6100000F2583ADB728F60408676BF8774324140,マツダスタジアム,114,108,0.95,221,194,26,1.9343412250741787,23301.52334729729,1.1001348401764508,dummy_accommodation,"{""generated_at"": ""2025-06-07T11:57:04.957164""}",
a02d5fd2-1132-4877-956e-1a086885ad76,2025-06-07 07:46:57.244872+00,宮島_0,宮島エリア ゲストハウス1,ホテル,0101000020E61000000727A5A9298A604090576ED3B4254140,宮島,184,174,0.95,305,241,63,2.6033476588440836,19530.856241230184,1.1618549773411109,dummy_accommodation,"{""generated_at"": ""2025-06-07T07:46:57.248607""}",
e2a72dea-0492-4171-868b-2d0caf9b219e,2025-06-01 07:46:00.610168+00,マツダスタジアム_2,マツダスタジアムエリア 民泊3,民泊,0101000020E6100000D5100AE2A18F604034D5B56088314140,マツダスタジアム,132,125,0.95,301,247,53,2.318523727527587,15948.736754102205,0.9998736650047301,dummy_accommodation,"{""generated_at"": ""2025-06-07T07:46:00.617276""}",
98d7e627-e85c-40c4-aaeb-ec713640b316,2025-06-08 02:20:40.844037+00,原爆ドーム_4,原爆ドームエリア 民泊5,ビジネスホテル,0101000020E61000009BDF109F738E60407553048D88324140,原爆ドーム,121,114,0.95,171,105,65,2.46507226641019,17768.33361506095,1.1144646704953685,dummy_accommodation,"{""generated_at"": ""2025-06-08T02:20:40.846930""}",
6a0e1a1e-7c7b-4239-8e39-e6f275f4573a,2025-06-01 06:41:13.833497+00,広島駅_2,広島駅エリア ビジネスホテル3,ゲストハウス,0101000020E61000002DEE7532568F6040432B9845D2324140,広島駅,31,29,0.95,44,38,5,1.5458460396313287,10513.64567646505,1.0328349623441428,dummy_accommodation,"{""generated_at"": ""2025-06-07T06:41:13.840311""}",
e780dd1f-3908-4d4c-9f8d-00c29709b19a,2025-06-07 06:40:39.8644+00,広島駅_0,広島駅エリア ホテル1,ホテル,0101000020E6100000BF0B5A3F558F60402050CE445F324140,広島駅,69,65,0.95,100,94,5,2.0410286653895167,20597.588297550396,1.1573247353596632,dummy_accommodation,"{""generated_at"": ""2025-06-07T06:40:39.870853""}",
