trans_id,lang,translation,category,station_sid,course_sid
広島電鉄,ja,広島電鉄,agency_name,,
広島電鉄,ja-Hrkt,ヒロシマデンテツ,agency_name,,
広島電鉄,en,"Hiroshima Electric Railway Co., Ltd.",agency_name,,
広島バスセンター,ja,広島バスセンター,stop_name,34348120-2a78-46f3-9234-5d5b20cabfc4,
広島バスセンター,ja-Hrkt,ひろしまばすせんたー,stop_name,34348120-2a78-46f3-9234-5d5b20cabfc4,
広島バスセンター,en,Hiroshima Bus Center,stop_name,34348120-2a78-46f3-9234-5d5b20cabfc4,
広島バスセンター,ko,히로시마 버스센터,stop_name,34348120-2a78-46f3-9234-5d5b20cabfc4,
広島バスセンター,zh-cn,广岛巴士中心,stop_name,34348120-2a78-46f3-9234-5d5b20cabfc4,
広島バスセンター,zh-tw,廣島公車中心,stop_name,34348120-2a78-46f3-9234-5d5b20cabfc4,
玖波分れ,ja,玖波分れ,stop_name,9a99b23c-1362-4d65-ab87-c5313a7d8491,
玖波分れ,ja-Hrkt,くばわかれ,stop_name,9a99b23c-1362-4d65-ab87-c5313a7d8491,
玖波分れ,en,Kuba-wakare,stop_name,9a99b23c-1362-4d65-ab87-c5313a7d8491,
玖波分れ,ko,구바 와카레,stop_name,9a99b23c-1362-4d65-ab87-c5313a7d8491,
玖波分れ,zh-cn,玖波分,stop_name,9a99b23c-1362-4d65-ab87-c5313a7d8491,
玖波分れ,zh-tw,玖波分,stop_name,9a99b23c-1362-4d65-ab87-c5313a7d8491,
河津,ja,河津,stop_name,5d752f1d-28a0-4497-b3eb-be9d52d4c322,
河津,ja-Hrkt,かわづ,stop_name,5d752f1d-28a0-4497-b3eb-be9d52d4c322,
河津,en,Kawazu,stop_name,5d752f1d-28a0-4497-b3eb-be9d52d4c322,
河津,ko,가와즈,stop_name,5d752f1d-28a0-4497-b3eb-be9d52d4c322,
河津,zh-cn,河津,stop_name,5d752f1d-28a0-4497-b3eb-be9d52d4c322,
河津,zh-tw,河津,stop_name,5d752f1d-28a0-4497-b3eb-be9d52d4c322,
中山,ja,中山,stop_name,03dfab94-fac2-4123-9f89-86e04e1afd07,
中山,ja-Hrkt,なかやま,stop_name,03dfab94-fac2-4123-9f89-86e04e1afd07,
中山,en,Nakayama,stop_name,03dfab94-fac2-4123-9f89-86e04e1afd07,
中山,ko,나카야마（나카야마 산),stop_name,03dfab94-fac2-4123-9f89-86e04e1afd07,
中山,zh-cn,中山,stop_name,03dfab94-fac2-4123-9f89-86e04e1afd07,
中山,zh-tw,中山,stop_name,03dfab94-fac2-4123-9f89-86e04e1afd07,
浜本工芸前,ja,浜本工芸前,stop_name,a9d5cd27-efd8-430c-bf6d-eb4898d3923c,
